name,acronym,AP_location,DV_location,ML_location,avIndex
Parvicellular reticular nucleus,PARN,-5.96,6.59,-1.65,989
Intermediate reticular nucleus,IRN,-5.96,6.2,-1.12,979
Intermediate reticular nucleus,IRN,-5.96,6.14,-1.1,979
Intermediate reticular nucleus,IRN,-5.96,6.42,-1.08,979
Intermediate reticular nucleus,IRN,-5.96,6.21,-1.03,979
Intermediate reticular nucleus,IRN,-5.96,6.12,-1,979
Intermediate reticular nucleus,IRN,-5.96,5.97,-0.99,979
Intermediate reticular nucleus,IRN,-5.96,6.34,-0.99,979
Intermediate reticular nucleus,IRN,-5.96,6.53,-0.99,979
Intermediate reticular nucleus,IRN,-5.96,6.31,-0.93,979
Intermediate reticular nucleus,IRN,-5.96,5.95,-0.88,979
Intermediate reticular nucleus,IRN,-5.96,6.22,-0.88,979
Intermediate reticular nucleus,IRN,-5.96,5.77,-0.7,979
Magnocellular reticular nucleus,MARN,-5.96,6.9,-0.58,985
Magnocellular reticular nucleus,MARN,-5.96,6.87,-0.29,985
Gigantocellular reticular nucleus,GRN,-5.96,6.05,-0.27,976
Gigantocellular reticular nucleus,GRN,-5.96,6.22,-0.24,976
crossed tectospinal pathway,tspc,-5.96,6.23,-0.11,1230
Nucleus raphe magnus,RM,-5.96,6.77,0.04,1012
Magnocellular reticular nucleus,MARN,-5.96,7.07,0.58,985
Gigantocellular reticular nucleus,GRN,-5.96,6.21,0.6,976
Intermediate reticular nucleus,IRN,-5.96,6.02,0.74,979
Intermediate reticular nucleus,IRN,-5.96,5.79,0.77,979
Intermediate reticular nucleus,IRN,-5.96,6.05,0.86,979
Intermediate reticular nucleus,IRN,-5.96,6.3,0.88,979
Intermediate reticular nucleus,IRN,-5.96,6.63,0.94,979
Intermediate reticular nucleus,IRN,-5.96,5.99,1,979
Spinal nucleus of the trigeminal oral part,SPVO,-5.96,6.36,-2.16,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.96,6.28,-2.04,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.96,6,-1.97,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.96,6.16,-1.85,957
Parvicellular reticular nucleus,PARN,-5.96,6.11,-1.79,989
Parvicellular reticular nucleus,PARN,-5.96,6.14,-1.37,989
Intermediate reticular nucleus,IRN,-5.96,6.1,-1.24,979
Intermediate reticular nucleus,IRN,-5.96,6.28,-1.17,979
Intermediate reticular nucleus,IRN,-5.96,6.43,-1.17,979
Intermediate reticular nucleus,IRN,-5.96,6.32,-1.1,979
Intermediate reticular nucleus,IRN,-5.96,6.51,-1.09,979
Intermediate reticular nucleus,IRN,-5.96,6.4,-1.04,979
Intermediate reticular nucleus,IRN,-5.96,6.36,-0.97,979
Intermediate reticular nucleus,IRN,-5.96,6.2,-0.94,979
Intermediate reticular nucleus,IRN,-5.96,5.81,-0.88,979
Gigantocellular reticular nucleus,GRN,-5.96,6.64,-0.8,976
Paragigantocellular reticular nucleus lateral part,PGRNl,-5.96,6.8,-0.72,993
Medulla,MY,-5.96,7.03,-0.69,936
Gigantocellular reticular nucleus,GRN,-5.96,6.19,-0.66,976
Gigantocellular reticular nucleus,GRN,-5.96,6.59,-0.51,976
Gigantocellular reticular nucleus,GRN,-5.96,6.03,-0.43,976
Magnocellular reticular nucleus,MARN,-5.96,6.77,-0.32,985
Magnocellular reticular nucleus,MARN,-5.96,6.71,-0.31,985
Gigantocellular reticular nucleus,GRN,-5.96,6.62,0.53,976
Paragigantocellular reticular nucleus lateral part,PGRNl,-5.96,6.84,0.69,993
Intermediate reticular nucleus,IRN,-5.96,6.1,0.77,979
Intermediate reticular nucleus,IRN,-5.96,5.62,0.77,979
Intermediate reticular nucleus,IRN,-5.96,5.73,0.77,979
Gigantocellular reticular nucleus,GRN,-5.96,6.44,0.79,976
Intermediate reticular nucleus,IRN,-5.96,5.53,0.93,979
Parvicellular reticular nucleus,PARN,-5.96,6.28,1.74,989
Spinal nucleus of the trigeminal oral part,SPVO,-6.04,6.05,-1.98,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.04,6.13,-1.98,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.04,6.09,-1.95,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.04,6.2,-1.95,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.04,6.09,-1.89,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.04,6.17,-1.87,957
Spinal vestibular nucleus,SPIV,-6.04,5.05,-1.5,1005
Spinal vestibular nucleus,SPIV,-6.04,5.18,-1.33,1005
Intermediate reticular nucleus,IRN,-6.04,5.87,-1.05,979
Intermediate reticular nucleus,IRN,-6.04,5.85,-0.86,979
Intermediate reticular nucleus,IRN,-6.04,5.66,-0.8,979
Gigantocellular reticular nucleus,GRN,-6.04,6.28,-0.74,976
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.04,6.75,-0.72,993
Gigantocellular reticular nucleus,GRN,-6.04,6.89,-0.66,976
Gigantocellular reticular nucleus,GRN,-6.04,6.48,-0.63,976
Magnocellular reticular nucleus,MARN,-6.04,6.92,-0.57,985
Gigantocellular reticular nucleus,GRN,-6.04,6.5,-0.53,976
Magnocellular reticular nucleus,MARN,-6.04,6.82,-0.53,985
Gigantocellular reticular nucleus,GRN,-6.04,6.47,-0.42,976
Magnocellular reticular nucleus,MARN,-6.04,6.75,-0.11,985
Gigantocellular reticular nucleus,GRN,-6.04,5.74,0.14,976
Gigantocellular reticular nucleus,GRN,-6.04,6.15,0.22,976
Magnocellular reticular nucleus,MARN,-6.04,6.71,0.3,985
Magnocellular reticular nucleus,MARN,-6.04,6.76,0.32,985
Magnocellular reticular nucleus,MARN,-6.04,6.7,0.36,985
Magnocellular reticular nucleus,MARN,-6.04,6.76,0.51,985
Gigantocellular reticular nucleus,GRN,-6.04,5.88,0.57,976
Medial vestibular nucleus,MV,-6.04,5.28,0.64,1004
Gigantocellular reticular nucleus,GRN,-6.04,6.9,0.66,976
Medial vestibular nucleus,MV,-6.04,5.28,0.69,1004
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.04,6.8,0.69,993
Intermediate reticular nucleus,IRN,-6.04,6.18,0.76,979
Intermediate reticular nucleus,IRN,-6.04,5.59,0.78,979
Intermediate reticular nucleus,IRN,-6.04,5.63,0.79,979
Intermediate reticular nucleus,IRN,-6.04,5.55,0.86,979
Intermediate reticular nucleus,IRN,-6.04,5.97,0.86,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.04,6.76,0.93,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.04,6.7,0.93,993
Intermediate reticular nucleus,IRN,-6.04,6.45,0.94,979
Intermediate reticular nucleus,IRN,-6.04,5.53,0.99,979
Intermediate reticular nucleus,IRN,-6.04,6.36,1.02,979
Parvicellular reticular nucleus,PARN,-6.04,5.88,1.24,989
Intermediate reticular nucleus,IRN,-6.04,6.43,1.35,979
Parvicellular reticular nucleus,PARN,-6.04,6.08,1.71,989
Spinal nucleus of the trigeminal oral part,SPVO,-6.12,6.1,-2.02,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.12,6.24,-1.96,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.12,6.04,-1.88,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.12,6.12,-1.87,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.12,6.21,-1.82,957
Parvicellular reticular nucleus,PARN,-6.12,6.13,-1.62,989
Parvicellular reticular nucleus,PARN,-6.12,6.33,-1.59,989
Spinal vestibular nucleus,SPIV,-6.12,5.19,-1.29,1005
Intermediate reticular nucleus,IRN,-6.12,6.63,-0.95,979
Intermediate reticular nucleus,IRN,-6.12,5.75,-0.88,979
Intermediate reticular nucleus,IRN,-6.12,6.09,-0.86,979
Medial vestibular nucleus,MV,-6.12,5.18,-0.77,1004
Intermediate reticular nucleus,IRN,-6.12,5.59,-0.71,979
Intermediate reticular nucleus,IRN,-6.12,5.49,-0.69,979
Gigantocellular reticular nucleus,GRN,-6.12,6.62,-0.63,976
Magnocellular reticular nucleus,MARN,-6.12,6.92,-0.6,985
Intermediate reticular nucleus,IRN,-6.12,5.58,-0.59,979
Magnocellular reticular nucleus,MARN,-6.12,7.02,-0.58,985
Gigantocellular reticular nucleus,GRN,-6.12,6.12,-0.54,976
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.12,5.32,-0.41,992
Magnocellular reticular nucleus,MARN,-6.12,6.92,-0.41,985
Magnocellular reticular nucleus,MARN,-6.12,6.74,-0.37,985
Magnocellular reticular nucleus,MARN,-6.12,6.63,-0.25,985
Gigantocellular reticular nucleus,GRN,-6.12,6.52,-0.18,976
Gigantocellular reticular nucleus,GRN,-6.12,5.81,-0.04,976
Nucleus raphe obscurus,RO,-6.12,6.45,-0.02,1014
Gigantocellular reticular nucleus,GRN,-6.12,5.71,0.19,976
Magnocellular reticular nucleus,MARN,-6.12,6.66,0.36,985
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.12,5.3,0.46,992
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.12,5.32,0.51,992
Magnocellular reticular nucleus,MARN,-6.12,7.03,0.58,985
Intermediate reticular nucleus,IRN,-6.12,5.74,0.61,979
Intermediate reticular nucleus,IRN,-6.12,5.75,0.81,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.12,6.86,0.85,993
Intermediate reticular nucleus,IRN,-6.12,5.83,0.86,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.12,6.79,0.9,993
Intermediate reticular nucleus,IRN,-6.12,5.81,0.94,979
Intermediate reticular nucleus,IRN,-6.12,6.17,0.96,979
Intermediate reticular nucleus,IRN,-6.12,6.45,1.32,979
Parvicellular reticular nucleus,PARN,-6.12,6.57,1.74,989
Spinal nucleus of the trigeminal oral part,SPVO,-6.12,6.32,1.95,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.2,6.02,-2.01,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.2,6.4,-1.87,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.2,6.08,-1.83,957
Spinal nucleus of the trigeminal oral part,SPVO,-6.2,6.2,-1.84,957
Nucleus of the solitary tract,NTS,-6.2,5.4,-1.49,949
Nucleus ambiguus dorsal division,AMBd,-6.2,6.53,-1.41,972
Spinal vestibular nucleus,SPIV,-6.2,5.16,-1.23,1005
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.2,6.64,-1.17,993
Intermediate reticular nucleus,IRN,-6.2,5.9,-1.1,979
Intermediate reticular nucleus,IRN,-6.2,5.84,-1.1,979
Intermediate reticular nucleus,IRN,-6.2,6.29,-1.09,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.2,6.94,-1,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.2,6.89,-0.99,993
Intermediate reticular nucleus,IRN,-6.2,5.57,-0.92,979
Intermediate reticular nucleus,IRN,-6.2,6.15,-0.92,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.2,6.98,-0.87,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.2,6.88,-0.81,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.2,6.94,-0.78,993
Gigantocellular reticular nucleus,GRN,-6.2,6.87,-0.66,976
Intermediate reticular nucleus,IRN,-6.2,5.51,-0.61,979
Magnocellular reticular nucleus,MARN,-6.2,6.95,-0.61,985
Gigantocellular reticular nucleus,GRN,-6.2,6.04,-0.58,976
Medulla,MY,-6.2,7.08,-0.58,936
Gigantocellular reticular nucleus,GRN,-6.2,6.2,-0.57,976
Magnocellular reticular nucleus,MARN,-6.2,6.76,-0.49,985
Magnocellular reticular nucleus,MARN,-6.2,6.92,-0.5,985
Inferior olivary complex,IO,-6.2,7.05,-0.5,978
Gigantocellular reticular nucleus,GRN,-6.2,6.12,-0.47,976
Gigantocellular reticular nucleus,GRN,-6.2,6.35,-0.47,976
Gigantocellular reticular nucleus,GRN,-6.2,6.36,-0.39,976
Gigantocellular reticular nucleus,GRN,-6.2,6.48,-0.38,976
Medulla,MY,-6.2,6.89,0.02,936
Gigantocellular reticular nucleus,GRN,-6.2,6.21,0.03,976
Nucleus raphe obscurus,RO,-6.2,6.5,0.03,1014
Nucleus raphe obscurus,RO,-6.2,6.75,0.04,1014
Magnocellular reticular nucleus,MARN,-6.2,6.79,0.19,985
Gigantocellular reticular nucleus,GRN,-6.2,5.69,0.21,976
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.2,5.38,0.2,992
Gigantocellular reticular nucleus,GRN,-6.2,5.73,0.47,976
Magnocellular reticular nucleus,MARN,-6.2,6.94,0.48,985
Gigantocellular reticular nucleus,GRN,-6.2,6.35,0.7,976
Gigantocellular reticular nucleus,GRN,-6.2,6.55,0.72,976
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.2,6.91,0.78,993
Intermediate reticular nucleus,IRN,-6.2,5.87,0.8,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.2,6.84,0.82,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.2,6.91,0.86,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.2,6.86,0.89,993
Intermediate reticular nucleus,IRN,-6.2,6.38,0.92,979
Intermediate reticular nucleus,IRN,-6.2,5.82,0.96,979
Intermediate reticular nucleus,IRN,-6.2,5.96,1.08,979
arbor vitae,arb,-6.2,3.43,1.11,1189
Parvicellular reticular nucleus,PARN,-6.2,5.87,1.29,989
Intermediate reticular nucleus,IRN,-6.2,6.5,1.29,979
Nucleus ambiguus dorsal division,AMBd,-6.2,6.5,1.4,972
Spinal nucleus of the trigeminal oral part,SPVO,-6.2,5.71,2.05,957
Parvicellular reticular nucleus,PARN,-6.28,6.68,-1.75,989
Spinal vestibular nucleus,SPIV,-6.28,4.94,-1.52,1005
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.28,6.85,-1.52,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.28,6.69,-1.52,993
rubrospinal tract,rust,-6.28,6.97,-1.5,1231
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.28,6.66,-1.47,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.28,6.87,-1.44,993
Nucleus of the solitary tract,NTS,-6.28,5.27,-1.4,949
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.28,6.71,-1.39,993
Intermediate reticular nucleus,IRN,-6.28,6.59,-1.28,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.28,6.9,-1.27,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.28,6.86,-1.25,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.28,6.74,-1.18,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.28,6.85,-1.15,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.28,6.8,-1.12,993
Parvicellular reticular nucleus,PARN,-6.28,5.73,-1.11,989
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.28,6.62,-1.03,993
Intermediate reticular nucleus,IRN,-6.28,6.59,-1.01,979
Intermediate reticular nucleus,IRN,-6.28,6.53,-0.98,979
Intermediate reticular nucleus,IRN,-6.28,5.95,-0.91,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.28,6.66,-0.86,993
Intermediate reticular nucleus,IRN,-6.28,6.49,-0.84,979
Medulla,MY,-6.28,7.01,-0.84,936
Intermediate reticular nucleus,IRN,-6.28,5.41,-0.83,979
Intermediate reticular nucleus,IRN,-6.28,5.84,-0.76,979
Gigantocellular reticular nucleus,GRN,-6.28,6.35,-0.76,976
Intermediate reticular nucleus,IRN,-6.28,5.44,-0.75,979
Gigantocellular reticular nucleus,GRN,-6.28,6.64,-0.75,976
Medulla,MY,-6.28,7.13,-0.75,936
Medulla,MY,-6.28,6.97,-0.66,936
Gigantocellular reticular nucleus,GRN,-6.28,6.74,-0.65,976
Intermediate reticular nucleus,IRN,-6.28,5.62,-0.6,979
Intermediate reticular nucleus,IRN,-6.28,5.96,-0.6,979
Magnocellular reticular nucleus,MARN,-6.28,6.94,-0.57,985
Inferior olivary complex,IO,-6.28,7.09,-0.42,978
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.28,5.46,-0.29,992
crossed tectospinal pathway,tspc,-6.28,6.32,-0.03,1230
Nucleus raphe obscurus,RO,-6.28,6.56,-0.01,1014
Gigantocellular reticular nucleus,GRN,-6.28,6.12,0.37,976
Inferior olivary complex,IO,-6.28,7.11,0.38,978
Magnocellular reticular nucleus,MARN,-6.28,6.87,0.58,985
Magnocellular reticular nucleus,MARN,-6.28,6.97,0.6,985
Gigantocellular reticular nucleus,GRN,-6.28,6.24,0.63,976
Intermediate reticular nucleus,IRN,-6.28,6.08,0.67,979
Intermediate reticular nucleus,IRN,-6.28,6.24,0.76,979
Medulla,MY,-6.28,7.06,0.79,936
Intermediate reticular nucleus,IRN,-6.28,5.95,0.82,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.28,6.72,0.85,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.28,6.69,0.99,993
Intermediate reticular nucleus,IRN,-6.28,5.72,1.01,979
Parvicellular reticular nucleus,PARN,-6.28,6.01,1.36,989
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.28,6.91,1.37,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.28,6.82,1.41,993
Parvicellular reticular nucleus,PARN,-6.28,6.61,1.64,989
Interposed nucleus,IP,-6.28,3.87,-1.34,1099
Fastigial nucleus,FN,-6.28,3.72,1.01,1098
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.36,6.2,-2.16,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.36,6.09,-2.13,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.36,5.89,-2.11,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.36,5.98,-2.08,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.36,6,-1.91,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.36,6.31,-1.91,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.36,6.24,-1.9,956
Parvicellular reticular nucleus,PARN,-6.36,6.48,-1.77,989
Parvicellular reticular nucleus,PARN,-6.36,6.34,-1.76,989
rubrospinal tract,rust,-6.36,6.91,-1.6,1231
Parvicellular reticular nucleus,PARN,-6.36,6.52,-1.59,989
rubrospinal tract,rust,-6.36,6.94,-1.55,1231
rubrospinal tract,rust,-6.36,7,-1.53,1231
rubrospinal tract,rust,-6.36,6.98,-1.49,1231
Parvicellular reticular nucleus,PARN,-6.36,6.41,-1.46,989
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,6.79,-1.4,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,6.84,-1.37,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,6.93,-1.36,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,7.1,-1.32,993
Intermediate reticular nucleus,IRN,-6.36,6.38,-1.31,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,7.16,-1.29,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,6.81,-1.25,993
Intermediate reticular nucleus,IRN,-6.36,6.23,-1.24,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,7.08,-1.24,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,6.77,-1.22,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,6.59,-1.21,993
Intermediate reticular nucleus,IRN,-6.36,6.31,-1.17,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,6.62,-1.17,993
Intermediate reticular nucleus,IRN,-6.36,6.45,-1.13,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,6.8,-1.13,993
Intermediate reticular nucleus,IRN,-6.36,6.38,-1.1,979
Spinal vestibular nucleus,SPIV,-6.36,4.94,-1.06,1005
Intermediate reticular nucleus,IRN,-6.36,6.12,-1.03,979
Intermediate reticular nucleus,IRN,-6.36,6.5,-1.02,979
Intermediate reticular nucleus,IRN,-6.36,5.72,-1,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,6.75,-1,993
Intermediate reticular nucleus,IRN,-6.36,6.04,-0.99,979
Intermediate reticular nucleus,IRN,-6.36,6.57,-0.99,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,6.68,-0.96,993
Intermediate reticular nucleus,IRN,-6.36,6.59,-0.94,979
Medulla,MY,-6.36,7.11,-0.94,936
Nucleus of the solitary tract,NTS,-6.36,5.4,-0.93,949
Parvicellular reticular nucleus,PARN,-6.36,5.55,-0.93,989
Medulla,MY,-6.36,7.16,-0.9,936
Medulla,MY,-6.36,7.09,-0.89,936
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,6.7,-0.86,993
Medulla,MY,-6.36,7.06,-0.84,936
Intermediate reticular nucleus,IRN,-6.36,6.21,-0.83,979
Gigantocellular reticular nucleus,GRN,-6.36,6.53,-0.83,976
Medulla,MY,-6.36,7.18,-0.83,936
Nucleus of the solitary tract,NTS,-6.36,5.35,-0.81,949
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,6.72,-0.79,993
Gigantocellular reticular nucleus,GRN,-6.36,6.9,-0.78,976
Medulla,MY,-6.36,7.12,-0.78,936
Intermediate reticular nucleus,IRN,-6.36,5.92,-0.75,979
Intermediate reticular nucleus,IRN,-6.36,5.58,-0.73,979
Medulla,MY,-6.36,7.14,-0.72,936
Intermediate reticular nucleus,IRN,-6.36,5.78,-0.71,979
Medulla,MY,-6.36,7.03,-0.7,936
Gigantocellular reticular nucleus,GRN,-6.36,6.55,-0.66,976
Intermediate reticular nucleus,IRN,-6.36,5.39,-0.66,979
Gigantocellular reticular nucleus,GRN,-6.36,6.85,-0.66,976
Gigantocellular reticular nucleus,GRN,-6.36,6.67,-0.64,976
Gigantocellular reticular nucleus,GRN,-6.36,6.74,-0.64,976
Medulla,MY,-6.36,7.05,-0.64,936
Inferior olivary complex,IO,-6.36,7.2,-0.65,978
Inferior olivary complex,IO,-6.36,7.06,-0.55,978
Magnocellular reticular nucleus,MARN,-6.36,6.69,-0.36,985
Gigantocellular reticular nucleus,GRN,-6.36,6.25,-0.31,976
crossed tectospinal pathway,tspc,-6.36,6.46,-0.05,1230
medial longitudinal fascicle,mlf,-6.36,5.76,0.06,1121
Gigantocellular reticular nucleus,GRN,-6.36,6.21,0.11,976
Gigantocellular reticular nucleus,GRN,-6.36,6.18,0.37,976
Nucleus prepositus,PRP,-6.36,5.26,0.38,997
Paragigantocellular reticular nucleus dorsal part,PGRNd,-6.36,5.33,0.42,992
Gigantocellular reticular nucleus,GRN,-6.36,6.54,0.62,976
Inferior olivary complex,IO,-6.36,7.16,0.65,978
Medulla,MY,-6.36,7.1,0.83,936
Intermediate reticular nucleus,IRN,-6.36,6.55,0.87,979
Medulla,MY,-6.36,7.05,0.9,936
Medulla,MY,-6.36,7.15,0.91,936
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,6.85,0.94,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,6.75,0.96,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,6.67,0.99,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,6.78,1.11,993
Parvicellular reticular nucleus,PARN,-6.36,5.98,1.19,989
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,6.78,1.22,993
Parvicellular reticular nucleus,PARN,-6.36,5.95,1.23,989
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,6.84,1.35,993
Linear nucleus of the medulla,LIN,-6.36,6.13,1.41,981
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.36,6.79,1.48,993
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.44,5.58,-2.03,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.44,6.43,-1.91,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.44,6.08,-1.89,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.44,6.52,-1.87,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.44,6.37,-1.84,956
Parvicellular reticular nucleus,PARN,-6.44,6.65,-1.82,989
Parvicellular reticular nucleus,PARN,-6.44,6.53,-1.81,989
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.44,6.12,-1.78,956
Parvicellular reticular nucleus,PARN,-6.44,6.53,-1.74,989
Parvicellular reticular nucleus,PARN,-6.44,6.37,-1.73,989
Parvicellular reticular nucleus,PARN,-6.44,6.77,-1.72,989
Parvicellular reticular nucleus,PARN,-6.44,6.32,-1.64,989
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.44,6.75,-1.63,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.44,6.75,-1.6,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.44,6.81,-1.57,993
rubrospinal tract,rust,-6.44,7,-1.54,1231
Spinal vestibular nucleus,SPIV,-6.44,4.96,-1.48,1005
Linear nucleus of the medulla,LIN,-6.44,6.26,-1.44,981
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.44,6.73,-1.42,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.44,7.01,-1.38,993
Nucleus of the solitary tract,NTS,-6.44,5.32,-1.36,949
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.44,6.86,-1.36,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.44,7.03,-1.34,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.44,6.92,-1.3,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.44,6.76,-1.29,993
Intermediate reticular nucleus,IRN,-6.44,6.37,-1.28,979
Intermediate reticular nucleus,IRN,-6.44,6.43,-1.28,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.44,6.74,-1.24,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.44,6.83,-1.25,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.44,6.9,-1.25,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.44,6.6,-1.2,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.44,7.16,-1.2,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.44,6.97,-1.19,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.44,6.81,-1.16,993
Intermediate reticular nucleus,IRN,-6.44,6.56,-1.17,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.44,6.93,-1.15,993
Intermediate reticular nucleus,IRN,-6.44,6.55,-1.14,979
Intermediate reticular nucleus,IRN,-6.44,6.37,-1.13,979
Lateral reticular nucleus magnocellular part,LRNm,-6.44,6.69,-1.12,983
Lateral reticular nucleus magnocellular part,LRNm,-6.44,6.75,-1.11,983
Intermediate reticular nucleus,IRN,-6.44,6.45,-1.1,979
Intermediate reticular nucleus,IRN,-6.44,5.92,-1.09,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.44,6.84,-1.09,993
Intermediate reticular nucleus,IRN,-6.44,5.98,-1.08,979
Intermediate reticular nucleus,IRN,-6.44,6.58,-1.08,979
Lateral reticular nucleus magnocellular part,LRNm,-6.44,6.77,-1.07,983
Lateral reticular nucleus magnocellular part,LRNm,-6.44,6.64,-1.05,983
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.44,7.02,-1.04,993
Intermediate reticular nucleus,IRN,-6.44,5.89,-0.98,979
Medulla,MY,-6.44,7.14,-0.98,936
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.44,7.03,-0.95,993
Intermediate reticular nucleus,IRN,-6.44,6.1,-0.93,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.44,6.74,-0.9,993
